,Syracuse,Creston,Clarinda,dates
0,5.087012848493691,5.786163846305841,1.2630551148764502,2022-09-07
1,5.087012848493691,5.786163846305841,1.2630551148764502,2022-09-08
2,4.75042173065453,5.786163846305841,1.2630551148764502,2022-09-09
3,4.75042173065453,5.786163846305841,1.2630551148764502,2022-09-10
4,4.291209608180001,5.786163846305841,1.396486399674622,2022-09-11
5,4.291209608180001,5.786163846305841,1.396486399674622,2022-09-12
6,4.291209608180001,5.786163846305841,1.396486399674622,2022-09-13
7,4.291209608180001,5.786163846305841,1.396486399674622,2022-09-14
8,4.291209608180001,5.786163846305841,1.396486399674622,2022-09-15
9,4.291209608180001,7.074783629449483,3.034627121994909,2022-09-16
10,4.291209608180001,7.074783629449483,4.733413162127606,2022-09-17
11,4.291209608180001,7.074783629449483,6.35188383547543,2022-09-18
12,4.291209608180001,7.074783629449483,6.35188383547543,2022-09-19
13,4.291209608180001,7.074783629449483,6.35188383547543,2022-09-20
14,4.291209608180001,8.150446156419742,6.35188383547543,2022-09-21
15,4.291209608180001,8.150446156419742,5.565055401999037,2022-09-22
16,3.7288690252870067,7.32422962789347,5.565055401999037,2022-09-23
17,5.662013011396716,7.32422962789347,5.565055401999037,2022-09-24
18,5.662013011396716,7.32422962789347,5.565055401999037,2022-09-25
19,5.662013011396716,7.32422962789347,5.565055401999037,2022-09-26
20,5.662013011396716,7.32422962789347,5.565055401999037,2022-09-27
21,5.662013011396716,7.32422962789347,5.565055401999037,2022-09-28
22,5.662013011396716,7.32422962789347,5.565055401999037,2022-09-29
23,5.662013011396716,7.32422962789347,5.565055401999037,2022-09-30
24,5.662013011396716,7.32422962789347,5.565055401999037,2022-10-01
25,5.662013011396716,7.32422962789347,5.565055401999037,2022-10-02
26,4.801402644130023,7.32422962789347,7.122638472549749,2022-10-03
27,4.801402644130023,7.007213770811793,7.122638472549749,2022-10-04
28,4.801402644130023,7.007213770811793,9.050686614407972,2022-10-05
29,5.629612029387408,7.007213770811793,9.050686614407972,2022-10-06
30,5.629612029387408,7.007213770811793,9.075228598573997,2022-10-07
31,5.629612029387408,7.007213770811793,9.075228598573997,2022-10-08
32,5.629612029387408,6.606354296770399,9.075228598573997,2022-10-09
33,5.629612029387408,6.606354296770399,9.075228598573997,2022-10-10
34,5.629612029387408,6.606354296770399,9.075228598573997,2022-10-11
35,5.629612029387408,6.606354296770399,9.075228598573997,2022-10-12
36,6.324218875377269,6.606354296770399,9.075228598573997,2022-10-13
37,6.324218875377269,6.606354296770399,9.075228598573997,2022-10-14
38,6.324218875377269,6.606354296770399,9.075228598573997,2022-10-15
39,6.324218875377269,6.606354296770399,9.075228598573997,2022-10-16
40,6.324218875377269,6.606354296770399,9.029797675392144,2022-10-17
41,6.324218875377269,6.606354296770399,9.029797675392144,2022-10-18
42,6.324218875377269,6.606354296770399,9.029797675392144,2022-10-19
43,6.324218875377269,6.606354296770399,9.029797675392144,2022-10-20
44,6.324218875377269,6.064728046996034,9.029797675392144,2022-10-21
45,6.324218875377269,6.064728046996034,9.029797675392144,2022-10-22
46,6.324218875377269,6.064728046996034,9.029797675392144,2022-10-23
47,6.324218875377269,7.210348608028118,9.029797675392144,2022-10-24
48,6.324218875377269,7.210348608028118,9.029797675392144,2022-10-25
49,6.324218875377269,7.210348608028118,9.029797675392144,2022-10-26
50,6.324218875377269,7.210348608028118,9.029797675392144,2022-10-27
51,6.272724957822957,6.8828284297984075,9.029797675392144,2022-10-28
52,6.272724957822957,6.8828284297984075,9.148090282074286,2022-10-29
53,6.272724957822957,6.354531089424993,9.148090282074286,2022-10-30
54,6.272724957822957,6.7089143610696595,9.148090282074286,2022-10-31
55,6.272724957822957,6.7089143610696595,9.148090282074286,2022-11-01
56,6.272724957822957,8.542207061834343,9.148090282074286,2022-11-02
57,6.272724957822957,8.542207061834343,9.148090282074286,2022-11-03
58,6.272724957822957,8.542207061834343,9.148090282074286,2022-11-04
59,6.272724957822957,8.542207061834343,9.148090282074286,2022-11-05
60,6.272724957822957,8.542207061834343,9.148090282074286,2022-11-06
61,6.272724957822957,8.542207061834343,9.148090282074286,2022-11-07
62,6.272724957822957,8.542207061834343,9.799806531558549,2022-11-08
63,6.272724957822957,8.542207061834343,9.799806531558549,2022-11-09
64,6.272724957822957,8.542207061834343,9.799806531558549,2022-11-10
65,6.272724957822957,8.542207061834343,9.799806531558549,2022-11-11
66,6.272724957822957,8.542207061834343,8.89974124964106,2022-11-12
67,6.272724957822957,8.542207061834343,8.89974124964106,2022-11-13
68,6.272724957822957,8.542207061834343,8.89974124964106,2022-11-14
69,6.643564454479218,8.542207061834343,8.89974124964106,2022-11-15
70,6.643564454479218,8.542207061834343,8.89974124964106,2022-11-16
71,7.415451699960232,8.542207061834343,8.89974124964106,2022-11-17
72,8.386312041738645,8.542207061834343,8.89974124964106,2022-11-18
73,8.386312041738645,8.233244159237172,8.212075505170892,2022-11-19
74,8.386312041738645,8.233244159237172,8.212075505170892,2022-11-20
75,8.386312041738645,8.233244159237172,7.505125265841695,2022-11-21
76,8.386312041738645,8.233244159237172,7.302836041155075,2022-11-22
77,8.386312041738645,8.233244159237172,6.54699078179563,2022-11-23
78,8.386312041738645,8.233244159237172,6.54699078179563,2022-11-24
79,8.386312041738645,8.233244159237172,8.100233330596488,2022-11-25
80,9.970923751166238,8.233244159237172,8.100233330596488,2022-11-26
81,9.12714307872378,8.233244159237172,8.100233330596488,2022-11-27
82,9.12714307872378,8.233244159237172,8.100233330596488,2022-11-28
83,9.12714307872378,8.233244159237172,8.100233330596488,2022-11-29
84,9.12714307872378,8.233244159237172,8.100233330596488,2022-11-30
85,9.12714307872378,8.394174084851283,8.100233330596488,2022-12-01
86,8.380708613773754,8.394174084851283,8.100233330596488,2022-12-02
87,8.380708613773754,8.394174084851283,8.100233330596488,2022-12-03
88,8.380708613773754,8.394174084851283,7.724797339788225,2022-12-04
89,8.380708613773754,8.394174084851283,7.419439353673931,2022-12-05
90,8.519240368038163,8.394174084851283,7.419439353673931,2022-12-06
91,8.519240368038163,8.394174084851283,7.278526086203633,2022-12-07
